ticket_id,photo,lat,long,timestamp,type,subdistrict,district,car_count
2022-LNWQ37,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/803234e5d7783f241ecc10f2320ad22aa1c04c01.jpg,13.70602,100.33781,2022-06-21 11:30:56.453792+00:00,"{ถนน,จราจร}",แขวงหนองค้างพลู,เขตหนองแขม,8
2022-N4CXKZ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/5f8905f9ab3db6478fcb3cfcb94ca36e26e69295.jpg,13.81796,100.68376,2022-06-21 11:42:16.502753+00:00,"{ถนน,จราจร}",แขวงคันนายาว,เขตคันนายาว,12
2022-MX77WQ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/05d6542a338f065ee902db9ea64d3ab3c5dd3785.jpg,13.72162,100.53056,2022-06-21 11:50:04.191408+00:00,{จราจร},แขวงทุ่งมหาเมฆ,เขตสาทร,11
2022-7NETWZ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/15ea22ea04fd8a3e6cdcffb39b52dd07e4de0e87.jpg,13.72274,100.51823,2022-06-21 11:50:54.110633+00:00,"{สะพาน,ความปลอดภัย,จราจร}",แขวงสีลม,เขตบางรัก,8
2022-4Z4KTC,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/aff0e7fc3da566864a0ff436eec1c1afe082f789.jpg,13.72266,100.51797,2022-06-21 11:53:30.818015+00:00,"{สะพาน,ความปลอดภัย,จราจร}",แขวงสีลม,เขตบางรัก,8
2022-B2QAAY,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/29325602c4843afeab3150366334a4b8169b5647.jpg,13.80294,100.59653,2022-06-21 11:54:42.930863+00:00,"{กีดขวาง,ความปลอดภัย,ถนน,จราจร}",แขวงลาดพร้าว,เขตลาดพร้าว,1
2022-HULBNB,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/f1ca7f76acbd93746f6604465edcc70fcdf17424.jpg,13.82415,100.60977,2022-06-21 11:58:32.012849+00:00,"{กีดขวาง,ถนน,จราจร}",แขวงลาดพร้าว,เขตลาดพร้าว,4
2022-LA3VCC,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/9184ebd6b20e94ba4d131e7fa3436fc6c6c65d01.jpg,13.82403,100.67795,2022-06-21 11:59:48.929539+00:00,"{จราจร,กีดขวาง}",แขวงคันนายาว,เขตคันนายาว,4
2022-GUW4NY,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/4022d1156cc040a57eea85c25cf54b576c661977.jpg,13.71076,100.54439,2022-06-21 12:01:24.353263+00:00,{จราจร},แขวงช่องนนทรีย์,เขตยานนาวา,1
2022-NTBHNG,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/09d0d50455bdf35aa3c4ba9af00660857ce8a663.jpg,13.845,100.579,2022-06-21 12:08:27.440792+00:00,{จราจร},แขวงเสนานิคม,เขตจตุจักร,10
2022-6TVFLK,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/e406ba013e1b37372489735e52f635198e059e09.jpg,13.85831,100.62718,2022-06-21 12:10:38.255829+00:00,{จราจร},แขวงอนุสาวรีย์,เขตบางเขน,4
2022-4GFEYW,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/7cfd74a082d163c92e200d88eb0283474764604a.jpg,13.9106,100.59522,2022-06-21 12:35:45.191116+00:00,{จราจร},แขวงดอนเมือง,เขตดอนเมือง,8
2022-XFBVLD,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/be3a002c1607afd4c61bb5c07675bd2cab524625.jpg,13.72888,100.52808,2022-06-21 12:35:53.378704+00:00,{จราจร},แขวงสี่พระยา,เขตบางรัก,1
2022-77NL9Z,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/463d2f0fc2b360c264b83fd342d0588dd8d2e688.jpg,13.69901,100.44181,2022-06-21 12:46:32.682697+00:00,{จราจร},แขวงบางขุนเทียน,เขตจอมทอง,8
2022-BRG8C7,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/b73769b916735f00aaecf9d0840a4a24b262b440.jpg,13.80567,100.53326,2022-06-21 12:47:42.894042+00:00,{จราจร},แขวงบางซื่อ,เขตบางซื่อ,12
2022-UA9VVM,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/f709347a6208ec99d1630bc49a4aa1627a2f769a.jpg,13.73294,100.53384,2022-06-21 13:00:32.943285+00:00,"{ถนน,จราจร}",แขวงปทุมวัน,เขตปทุมวัน,3
2022-NKLPM9,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/2eb098239fa99b8273ea9848872437fe7c86d964.jpg,13.83452,100.57886,2022-06-21 13:34:20.816315+00:00,{จราจร},แขวงจันทรเกษม,เขตจตุจักร,7
2022-4WZLWL,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/986b5463ef75bed60a805ca628e3710c21441760.jpg,13.74648,100.53935,2022-06-21 13:38:54.954696+00:00,"{จราจร,ถนน}",แขวงปทุมวัน,เขตปทุมวัน,7
2022-C38CNR,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/4ea68ce13f7a008ed16130a45c09e6b46efa7b5b.jpg,13.80594,100.57404,2022-06-21 13:53:48.889444+00:00,{จราจร},แขวงจอมพล,เขตจตุจักร,5
2022-EEQWQV,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/a360160c55462fc96920288c50ab9b5fab734173.jpg,13.72019,100.53084,2022-06-21 13:54:48.781826+00:00,{จราจร},แขวงยานนาวา,เขตสาทร,1
2022-MDV3H7,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/2be1694bcb2250fc004923f62d54c70a7870727b.jpg,13.72043,100.53108,2022-06-21 13:56:23.951198+00:00,{จราจร},แขวงทุ่งมหาเมฆ,เขตสาทร,3
2022-6KX4AF,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/b438d7f89c2e2bee75de44fdca9cb54337f84736.jpg,13.8034,100.55444,2022-06-21 14:27:20.529694+00:00,{จราจร},แขวงจอมพล,เขตจตุจักร,20
2022-BA6RZK,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/b5e4e859d65bc91297a93db30d009514e4912042.jpg,13.70921,100.61468,2022-06-21 14:31:42.161096+00:00,{จราจร},แขวงสวนหลวง,เขตสวนหลวง,2
2022-RMPWQE,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/8dda566bafbee94a10911a88d744d02ebe891252.jpg,13.75662,100.47803,2022-06-21 14:43:42.800937+00:00,{จราจร},แขวงศิริราช,เขตบางกอกน้อย,7
2022-L42EQF,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/959a995a02edea87c6b370c1ce5c6ff1880467a3.jpg,13.77701,100.66261,2022-06-21 14:47:02.546747+00:00,"{จราจร,ถนน}",แขวงคลองกุ่ม,เขตบึงกุ่ม,2
2022-H4RUFG,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/59db0fbafe00eb689defd110133dfdea783914ea.jpg,13.60819,100.50733,2022-06-21 15:08:13.451415+00:00,{จราจร},แขวงทุ่งครุ,เขตทุ่งครุ,3
2022-BGDWHY,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/8891c17c1032c7834d233f2f51b359ed094b2af6.jpg,13.81611,100.68737,2022-06-21 15:14:36.362512+00:00,"{จราจร,ถนน}",แขวงคันนายาว,เขตคันนายาว,1
2022-LWD98Z,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/01efa1366c0917a9740c65ae044f9c790e487973.jpg,13.76754,100.57119,2022-06-21 15:28:58.468293+00:00,{จราจร},แขวงดินแดง,เขตดินแดง,1
2022-L3LTH9,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/fea6030290f4de9d534a34b85d5e3a4d2a03787b.jpg,13.71176,100.42142,2022-06-21 16:16:40.439937+00:00,"{ทางเท้า,จราจร,ถนน}",แขวงบางแค,เขตบางแค,8
2022-AUEEHT,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/7198c70dd73427038d354f406bd62718a7b5bdee.jpg,13.76621,100.6457,2022-06-21 20:38:22.945120+00:00,"{จราจร,ถนน}",แขวงคลองจั่น,เขตบางกะปิ,1
2022-6KWY76,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/887d8302fd4ba3426ebd1f655e083c86e382acab.jpg,13.66199,100.60208,2022-06-21 23:05:18.997811+00:00,{จราจร},แขวงบางนา,เขตบางนา,1
2022-AXTKGC,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/e0bcb64ceaba9f9f622eb9f5bf9f25f88a169034.jpg,13.76237,100.52599,2022-06-22 00:09:10.827885+00:00,"{กีดขวาง,ถนน,จราจร}",แขวงทุ่งพญาไท,เขตราชเทวี,8
2022-4AKQ6A,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/a78d76a288f231dde5b719252d21fc5cbfc22b14.jpg,13.8589,100.64757,2022-06-22 00:09:34.257287+00:00,"{น้ำท่วม,ทางเท้า,ถนน,จราจร}",แขวงท่าแร้ง,เขตบางเขน,7
2022-NPNZYQ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/c5a319b85974f1f40992c49bedfd4f00e255a15b.jpg,13.82472,100.52399,2022-06-22 00:16:27.582408+00:00,"{ถนน,จราจร}",แขวงวงศ์สว่าง,เขตบางซื่อ,9
2022-F2UCPW,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/a3662a51f8ddff27bc759cb319e018bdd53f3661.jpg,13.82444,100.52375,2022-06-22 00:18:47.303394+00:00,"{ถนน,จราจร}",แขวงวงศ์สว่าง,เขตบางซื่อ,9
2022-HP3XYR,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/0e8b4790e393d0c74041defc1d3609c4f7219891.jpg,13.70243,100.54564,2022-06-22 00:22:15.084008+00:00,{จราจร},แขวงช่องนนทรีย์,เขตยานนาวา,11
2022-7KBQGA,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/a90539e3ba33d8aea874486e07cdf2b10b68e8ff.jpg,13.82194,100.53265,2022-06-22 00:34:26.654094+00:00,{จราจร},แขวงบางซื่อ,เขตบางซื่อ,4
2022-P4448D,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/744786593ac4148d08bce9ca23f1ec84e6c5e2e5.jpg,13.60798,100.50693,2022-06-22 00:48:12.689739+00:00,{จราจร},แขวงทุ่งครุ,เขตทุ่งครุ,1
2022-7PTWK4,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/4a2225737fcd8d536461834dfd4497c49763de94.jpg,13.87161,100.64369,2022-06-22 00:49:56.204666+00:00,"{ถนน,ความปลอดภัย,จราจร}",แขวงท่าแร้ง,เขตบางเขน,3
2022-DKAGN6,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/4d6618177482dc48e3243a5bbf57d44fabad8a28.jpg,13.77636,100.51292,2022-06-22 00:51:26.818513+00:00,"{สะพาน,ถนน,จราจร}",แขวงดุสิต,เขตดุสิต,4
2022-D7Y8RM,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/fcd98f3f05ad3266387b9f6e79e6b1d6902a6aba.jpg,13.7767,100.51177,2022-06-22 00:56:18.268507+00:00,{จราจร},แขวงดุสิต,เขตดุสิต,9
2022-8YCNTR,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/b869f04e362f0a1e1ed739528df7dd7c6d4d32f2.jpg,13.89539,100.55637,2022-06-22 01:05:55.450217+00:00,"{สะพาน,ถนน,จราจร}",แขวงทุ่งสองห้อง,เขตหลักสี่,6
2022-37MHHP,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/7dff186680b4dcdacbc1d5aa7d766e716c58a968.jpg,13.75207,100.55332,2022-06-22 01:08:27.913443+00:00,{จราจร},แขวงมักกะสัน,เขตราชเทวี,5
2022-8CHFER,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/017c09453211bc4e6061f8e64d0fe821446073f9.jpg,13.71602,100.65392,2022-06-22 01:08:53.557581+00:00,"{ถนน,จราจร}",แขวงประเวศ,เขตประเวศ,4
2022-4GBYCB,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/9e75b2cc698aa06de54953fb129a4ce9394adfec.jpg,13.73755,100.54279,2022-06-22 01:19:05.148548+00:00,"{ถนน,จราจร}",แขวงลุมพินี,เขตปทุมวัน,5
2022-KY8XQF,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/647121ec120f8bb496bd738e0f27bfcb51cad99b.jpg,13.73772,100.51278,2022-06-22 01:37:41.928346+00:00,{จราจร},แขวงสัมพันธวงศ์,เขตสัมพันธวงศ์,3
2022-3HEAMV,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/eef75f4d7b81d4f5b2b0d046200981ee758fe655.jpg,13.79276,100.53395,2022-06-22 01:39:27.435801+00:00,{จราจร},แขวงถนนนครไชยศรี,เขตดุสิต,2
2022-MHBHCV,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/073e76ee022e2ed36583fd69e14765fde836daf2.jpg,13.71648,100.47832,2022-06-22 01:42:12.784539+00:00,"{จราจร,ถนน}",แขวงตลาดพลู,เขตธนบุรี,7
2022-47RAFC,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/d97419e9576ec312a001da66e6010d16e49066e7.jpg,13.88377,100.58106,2022-06-22 01:48:26.154504+00:00,"{ถนน,จราจร}",แขวงตลาดบางเขน,เขตหลักสี่,5
2022-4GVQ6V,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/2f17b4112c7b9dc54e9e8a34126202786a33d048.jpg,13.69987,100.54192,2022-06-22 01:55:33.729474+00:00,{จราจร},แขวงช่องนนทรีย์,เขตยานนาวา,10
2022-7BVH3D,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/c63039ab4c73452ad5c258aba943e90a2bdef0b9.jpg,13.83014,100.54198,2022-06-22 02:01:09.561160+00:00,{จราจร},แขวงจตุจักร,เขตจตุจักร,6
2022-RQ4UC7,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/bf34b60c16cc66cd4a642fa3970a63bf32808c31.jpg,13.76316,100.52275,2022-06-22 02:03:20.883733+00:00,{จราจร},แขวงสวนจิตรลดา,เขตดุสิต,6
2022-3X9TVC,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/6b844e0ed67309f05b202043060a0eb3970ee658.jpg,13.70754,100.52031,2022-06-22 02:06:55.971208+00:00,"{ถนน,จราจร}",แขวงทุ่งวัดดอน,เขตสาทร,2
2022-DDFGCV,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/04724c1bd94feaa5d67bd8ae644533d8e3092ed1.jpg,13.67265,100.60823,2022-06-22 02:15:26.451187+00:00,{จราจร},แขวงบางนา,เขตบางนา,5
2022-47EPN8,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/03a4e89944d38437b61e585528d7fdda12c7b5de.jpg,13.72155,100.78535,2022-06-22 02:24:30.571161+00:00,{จราจร},แขวงลาดกระบัง,เขตลาดกระบัง,8
2022-BENWFT,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/cafa51410be89ab0cf75b3166dec2a32bb261b7d.jpg,13.70658,100.53647,2022-06-22 02:27:53.955328+00:00,"{จราจร,ถนน}",แขวงทุ่งวัดดอน,เขตสาทร,4
2022-XR6K9B,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/ae3f818a4da1f9f6da8fde0726d52e33272706b3.jpg,13.70659,100.53647,2022-06-22 02:28:59.754834+00:00,"{ถนน,จราจร}",แขวงทุ่งวัดดอน,เขตสาทร,3
2022-9BU4A4,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/f7ed66e26057f91a5d97975b01186bf3fd2857c2.jpg,13.70659,100.53647,2022-06-22 02:29:50.975316+00:00,"{จราจร,ถนน}",แขวงทุ่งวัดดอน,เขตสาทร,3
2022-GHEPHF,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/8dd21f2d35bafa2d3ba6e7afec80e66a59d4ef5d.jpg,13.89982,100.63377,2022-06-22 02:32:14.106907+00:00,"{ถนน,จราจร}",แขวงคลองถนน,เขตสายไหม,5
2022-K2PDPA,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/d5f225d542259733d9e8503a7be0c45a1586ef95.jpg,13.74326,100.35643,2022-06-22 02:55:34.848589+00:00,"{ถนน,คลอง,จราจร}",แขวงทวีวัฒนา,เขตทวีวัฒนา,7
2022-LXXUAX,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/0ca7685861f1828a52125b54de7a8f5083ba8cdf.jpg,13.71048,100.66213,2022-06-22 02:55:36.462537+00:00,"{จราจร,ถนน}",แขวงประเวศ,เขตประเวศ,1
2022-F64LUF,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/1a04344c288474835f8782be7308ebe377b7986b.jpg,13.81573,100.57619,2022-06-22 03:14:10.702646+00:00,{จราจร},แขวงจันทรเกษม,เขตจตุจักร,5
2022-BXGDNA,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/0c69195bf3765f7757cb3dc47e962a8e3c729e80.jpg,13.73248,100.64891,2022-06-22 03:24:13.198045+00:00,{จราจร},แขวงสวนหลวง,เขตสวนหลวง,11
2022-ZAKWRH,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/da2768b591d08b60b184b7bbcacd2e38cb39c2e6.jpg,13.80556,100.53365,2022-06-22 03:31:31.188657+00:00,{จราจร},แขวงบางซื่อ,เขตบางซื่อ,3
2022-AL63MQ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/2d6fe284de3eb3c1bf4bde59da0bfb9f52b02374.jpg,13.7104,100.66212,2022-06-22 03:31:46.473683+00:00,"{จราจร,ถนน}",แขวงประเวศ,เขตประเวศ,1
2022-4EKWBK,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/b95487b56d84df7aec0b8f8f2b8e6cb954952db2.jpg,13.77058,100.56012,2022-06-22 03:32:30.598728+00:00,{จราจร},แขวงดินแดง,เขตดินแดง,1
2022-A634G6,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/f9b792e1830592b0bf9095ac5e01c946a5fc0c4e.jpg,13.76736,100.74558,2022-06-22 03:48:08.197810+00:00,{จราจร},แขวงคลองสามประเวศ,เขตลาดกระบัง,4
2022-DUDNEQ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/fcb854447865d602378cfd639c04db210c4a9906.jpg,13.85831,100.64397,2022-06-22 04:28:27.177906+00:00,{จราจร},แขวงท่าแร้ง,เขตบางเขน,7
2022-WWK9BN,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/f3a679edc7430d55f89c09bbae47cdfbdcf9facd.jpg,13.64498,100.49913,2022-06-22 04:35:52.658762+00:00,{จราจร},แขวงบางมด,เขตทุ่งครุ,13
2022-K3VGYU,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/4a4dea4579157ee318fa90202951830b64d8fc31.jpg,13.74987,100.54109,2022-06-22 04:37:04.375132+00:00,"{ถนน,จราจร}",แขวงถนนเพชรบุรี,เขตราชเทวี,7
2022-ZYDQBZ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/1ffc6a3bc4a39948fae179e5597fddcf287acb5e.jpg,13.72078,100.4911,2022-06-22 04:45:57.785991+00:00,{จราจร},แขวงบุคคโล,เขตธนบุรี,13
2022-NQA6KZ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/1117967c083193cd67f2cb71c406bdce44b45d93.jpg,13.67734,100.64593,2022-06-22 04:54:31.551851+00:00,"{สะพาน,จราจร,ถนน}",แขวงหนองบอน,เขตประเวศ,6
2022-7N3KHF,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/687c82dd38a3e3f3a9cdc3b6f9905a97bd59ee24.jpg,13.67746,100.6459,2022-06-22 04:56:31.859018+00:00,"{สะพาน,จราจร,ถนน}",แขวงหนองบอน,เขตประเวศ,6
2022-7ERWDH,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/6f29b5232c3b45cd66862c05acb659a50beb66ac.jpg,13.67732,100.64593,2022-06-22 04:57:44.740551+00:00,"{สะพาน,ถนน,จราจร}",แขวงหนองบอน,เขตประเวศ,6
2022-AGP9BQ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/7265a35c76cf26888fd54563fdf8110af69953b7.jpg,13.67731,100.64607,2022-06-22 05:13:51.699522+00:00,"{ถนน,สะพาน,จราจร}",แขวงหนองบอน,เขตประเวศ,6
2022-CMM6MD,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/befd5a7f19e8f2ad97faeea2d2947264aed1910d.jpg,13.7337,100.53827,2022-06-22 05:25:14.722622+00:00,"{จราจร,ถนน}",แขวงปทุมวัน,เขตปทุมวัน,6
2022-H9BP8Z,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/f8aacefc42ba78f443e9d46dc3f840a49498d831.jpg,13.86653,100.61088,2022-06-22 05:25:58.019792+00:00,"{จราจร,ถนน}",แขวงอนุสาวรีย์,เขตบางเขน,4
2022-3UCR8M,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/c4ac2a1dd0f672957ebe81559cff0fc9ca1e191a.jpg,13.74988,100.56395,2022-06-22 05:47:07.957263+00:00,{จราจร},แขวงบางกะปิ,เขตห้วยขวาง,13
2022-3UCWZN,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/1bb6502b395ae6b185df9e5574923842f0119c73.jpg,13.65158,100.44328,2022-06-22 06:17:39.086689+00:00,{จราจร},แขวงแสมดำ,เขตบางขุนเทียน,1
2022-LFZBC8,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/1e7d60bef5701e4a4f44df3309e27f543c4ed7fd.jpg,13.80908,100.72962,2022-06-22 06:20:33.335184+00:00,"{ถนน,สะพาน,จราจร}",แขวงมีนบุรี,เขตมีนบุรี,1
2022-W8DAVW,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/82117f31b88ff0d2e4a223998b0876624745f686.jpg,13.77168,100.69116,2022-06-22 06:41:17.720789+00:00,"{ถนน,สะพาน,จราจร}",แขวงสะพานสูง,เขตสะพานสูง,2
2022-8HWCPY,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/fcd7f4bb7e03067d03c49d960fbd5a6bf0723049.jpg,13.7771,100.34043,2022-06-22 06:53:20.879023+00:00,"{คลอง,จราจร,ถนน}",แขวงศาลาธรรมสพน์,เขตทวีวัฒนา,2
2022-ETRP6G,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/9b272d09af854a78043ebdaf21a42a1828b12c77.jpg,13.6385,100.37191,2022-06-22 07:07:05.512756+00:00,"{จราจร,ถนน}",แขวงบางบอน,เขตบางบอน,6
2022-67XYGG,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/e2a9c1b8d3952bfe68214da8685b56a188fc3485.jpg,13.69362,100.53346,2022-06-22 07:13:23.417959+00:00,{จราจร},แขวงบางโพงพาง,เขตยานนาวา,7
2022-BPK2UP,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/08801d1bd41f92cb677595732d0f93d2064102c6.jpg,13.6591,100.43288,2022-06-22 07:16:26.751518+00:00,"{จราจร,ถนน}",แขวงแสมดำ,เขตบางขุนเทียน,5
2022-EFBUKF,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/545fc76b2891994d9c4a055622f2abf06f5662c6.jpg,13.72167,100.78481,2022-06-22 07:25:59.927914+00:00,"{ถนน,จราจร}",แขวงลาดกระบัง,เขตลาดกระบัง,2
2022-EWMKQA,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/f3b3387e0b203bcf01004c984ca53b2b0effc49f.jpg,13.70673,100.53612,2022-06-22 07:38:41.127719+00:00,"{ถนน,จราจร}",แขวงทุ่งวัดดอน,เขตสาทร,5
2022-KVNPE8,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/ccc8b8560647d7da04f1d5d5c2faa8b5d47aee58.jpg,13.88582,100.61758,2022-06-22 07:42:32.748890+00:00,{จราจร},แขวงคลองถนน,เขตสายไหม,3
2022-G2RF9L,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/9f68aae2fc47d479ff28b6fde3e2521f64024bc3.jpg,13.6949,100.42206,2022-06-22 07:48:35.363663+00:00,{จราจร},แขวงบางแค,เขตบางแค,6
2022-P2E6XW,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/9d406067c6dc3066872041fdc9b7519fbeadbf39.jpg,13.72794,100.53296,2022-06-22 08:24:17.897481+00:00,"{ถนน,จราจร}",แขวงสีลม,เขตบางรัก,1
2022-FL66WM,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/2836e982851add7ad1594ab6f2b7cfd66af48e0e.jpg,13.80551,100.53367,2022-06-22 08:35:27.603764+00:00,{จราจร},แขวงบางซื่อ,เขตบางซื่อ,3
2022-8ZF7AY,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/f61ea703324b265965a9f962b445ea846919b086.jpg,13.75234,100.63478,2022-06-22 08:36:49.722430+00:00,"{ความปลอดภัย,จราจร}",แขวงหัวหมาก,เขตบางกะปิ,4
2022-BND7BV,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/b8ed06cccda06d3da9b0d127fd654668616a1583.jpg,13.6722,100.38483,2022-06-22 09:01:37.907171+00:00,{จราจร},แขวงหลักสอง,เขตบางแค,6
2022-CUDZG3,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/c107cff3dedef189fb6fe6efdce32663b159eacc.jpg,13.8233,100.60883,2022-06-22 09:03:51.415650+00:00,"{กีดขวาง,จราจร,ถนน}",แขวงลาดพร้าว,เขตลาดพร้าว,4
2022-684KLG,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/0e60ed196307a3fa7244ce54af1aa04c061c7786.jpg,13.67353,100.39191,2022-06-22 09:07:14.891708+00:00,"{จราจร,ถนน}",แขวงหลักสอง,เขตบางแค,6
2022-3QBKVN,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/828cd8730b4e6e70c0f3f893db0005c59c49c0ab.jpg,13.73263,100.49242,2022-06-22 09:27:26.956160+00:00,{จราจร},แขวงหิรัญรูจี,เขตธนบุรี,1
2022-K7AWE2,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/151f2cbf2446fa3f07a2ad6046e2bd6454de6dd8.jpg,13.70548,100.53164,2022-06-22 09:39:02.829593+00:00,{จราจร},แขวงทุ่งวัดดอน,เขตสาทร,3
2022-DBYD63,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/6816cb23d563c08ec2595296403acf972dfde155.jpg,13.83555,100.62725,2022-06-22 10:00:42.444214+00:00,{จราจร},แขวงลาดพร้าว,เขตลาดพร้าว,8
2022-ZCTVMR,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/a5c7b87ea4c74fed086555e7918c6433fc585e4b.jpg,13.74287,100.55074,2022-06-22 10:16:19.666828+00:00,{จราจร},แขวงคลองเตยเหนือ,เขตวัฒนา,11
2022-FBKAT4,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/8b79a0318f911c5f21ec6e90dc6f9a49cc4f140a.jpg,13.7097,100.60082,2022-06-22 10:16:24.994967+00:00,{จราจร},แขวงพระโขนงเหนือ,เขตวัฒนา,1
2022-CCCHFL,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/e033d75e3ca58cac9ca13131b84dd60b54b47b27.jpg,13.72831,100.77801,2022-06-22 10:16:38.758633+00:00,{จราจร},แขวงลาดกระบัง,เขตลาดกระบัง,4
